row_index,label,period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,snr_global,snr_per_transit_mean,snr_per_transit_std,secondary_depth,skewness_flux,kurtosis_flux,outlier_resistance
10,2,2.2513394916612883,0.2781250000000079,0.09375000000000266,2.250000000000064,0.018049177314017395,0.9999999999999999,56.43761384371686,3186.138084683921,0.03127932436659368,4.648326291202931e-07,2.1502858033549486,-0.00029805085490436806,-0.00032485110310126724,-0.00033522065655622996,-0.00044035412818425434,-0.00030785596664507995,0.5000000000000142,4.798850889920514,12.019317023467453,18.0,236881535.78704223,248446573.42893726,254034869.42315307,0.02025844215327406,0.05073978004884637,0.29924553920900104,0.019315423930743487,0.02025844215327406,0.05073978004884637,50.975582828155304,56.43761384371686,3186.138084683921,0.03127932436659368
11,2,2.5323984415212757,0.5437500000000154,0.06250000000000178,1.5000000000000426,0.005522945233274691,1.0000000000000002,27.31178617645342,1207.1961716702262,0.28151391929934316,3.976788767006911e-07,1.658212209939223,0.02706717103213181,-0.00011744852754665482,0.011292247947457916,2.9772888707007452e-05,-0.0006661122488134499,0.5000000000000142,27.71940036980363,75.12505614801356,12.0,22084569.781644113,23526740.84625625,24198094.10602228,1.2551478540842116,3.401698873502836,18.840586157635116,1.1782082588891418,1.2551478540842116,3.401698873502836,2.4875372350293823,27.31178617645342,1207.1961716702262,0.28151391929934316
12,2,0.5076476705008739,0.10625000000000301,0.09000000000000001,2.16,-0.014279958906277007,1.0,-16.632251205739422,1454.2804230665013,0.21895527056615577,2.7646116416725653e-06,5.228344985990431,0.0006112628561041138,-0.0006418572722866928,0.00023340016369194225,0.0002781397764994829,0.0006541744203472984,0.5000000000000142,5.839517716004411,34.616499985299704,17.0,8273822.253130586,8686641.628052928,8883153.056997553,0.7057823503272502,4.183858309525779,48.56301761123375,0.6722411221784584,0.7057823503272502,4.183858309525779,24.67172109456774,-16.632251205739422,1454.2804230665013,0.21895527056615577
13,2,21.736005623421196,17.6187500000005,0.09000000000000001,2.16,-0.010838897819189617,0.9999999999999999,-53.91300724176445,3007.2766914267995,0.06255864873318737,2.483955362075796e-07,1.6966444793235718,0.001849309818106328,-0.00011769635508767868,0.0024457732202405533,0.0011014170686764792,-0.013926446729010843,0.5000000000000142,-0.030613214781257374,0.27381950886638373,17.0,1709663.9211516096,1794416.1023492974,1835288.4136001754,-0.017905983978790785,0.1601598451477774,0.27913330288596205,-0.017060265309243344,-0.017905983978790785,0.1601598451477774,0.38100263914719157,-53.91300724176445,3007.2766914267995,0.06255864873318737
14,2,0.7293832530592768,0.7218750000000205,0.06875000000000195,1.6500000000000468,-0.019124194719689076,1.0000000000000002,-21.63334052327313,856.6401235270685,0.31279324366593686,9.242718324964372e-09,3.1790697365488207,-0.20732531357963,-0.0006809618856184355,2.3356416235815442e-05,-0.0004056951280306832,-0.0009673741792381356,0.5000000000000142,0.06454062386952342,0.2491085256289559,13.0,58742.110880773755,61476.90040359429,62972.71800758238,1.0987113486697582,4.240714572456552,42.018520411506394,1.0498353600428105,1.0987113486697582,4.240714572456552,0.1874563839814144,-21.63334052327313,856.6401235270685,0.31279324366593686
15,2,22.194444444444446,11.812500000000334,0.09000000000000001,2.16,0.02896106940657846,1.0,8.089204046967222,539.9576618745152,0.3440725680325305,1.8651979570040433,1.1958104852256177,0.03176698942640518,-0.016411616700223258,0.07294424940633586,-0.17512029047459501,0.010438255244757279,0.5000000000000142,-0.24035885602667525,0.40604083977749766,17.0,1682075.929815968,1766389.542044279,1777656.208280715,-0.14289417722835634,0.24139269374238156,0.48586781683284636,-0.13607352755751884,-0.14289417722835634,0.24139269374238156,0.36915046356212544,8.089204046967222,539.9576618745152,0.3440725680325305
16,2,22.068465241447335,0.04375000000000124,0.08750000000000248,2.1000000000000596,-0.0544287042754456,1.0,-28.22151888786735,1021.710688403097,0.1876759461995621,2.8851922881658852e-05,1.588054755733292,0.10032995851978684,0.023534027467001454,0.027775050738791992,0.03348026686559665,0.0015354877761470066,0.5000000000000142,0.5396277953171316,0.6401463458783663,17.0,539761.5682179917,566375.4964576267,592591.0674913756,0.9997521629757712,1.185979854015528,3.1022911542957576,0.9527739082856028,0.9997521629757712,1.185979854015528,9.424335449481624e-05,-28.22151888786735,1021.710688403097,0.1876759461995621
17,2,5.6937845498023645,5.4406250000001535,0.09375000000000266,2.250000000000064,-0.01784385505842364,1.0,-56.51338722357751,3191.842034232047,0.03127932436659368,262.16276438523875,3.2928507236076983,-0.00031988097598894237,-0.0003189209245669475,-0.00031962961437146997,-0.0003201137394760109,-0.00032286423981035096,0.5000000000000142,5.789049812895949,7.974627902477758,18.0,239358915.73924562,251041667.17158782,256683765.72098997,0.024185645205723028,0.03331661107274237,0.13654435939021584,0.023060115390880966,0.024185645205723028,0.03331661107274237,0.4530561424936359,-56.51338722357751,3191.842034232047,0.03127932436659368
18,2,7.640620857497083,3.1125000000000886,0.09000000000000001,2.16,0.002588755926322012,1.0,-11.76987842147223,580.6021401209924,0.3440725680325305,3.535232875355698,1.7334033968255094,-0.10805252997806786,0.019497219803946426,-4.65333575018394e-06,-3.991715980802424e-06,-6.894636093439751e-06,0.5000000000000142,7.175765639673866,14.894356562029099,17.0,3159850.767537092,3342926.3375999443,3411555.309366768,2.270919156497676,4.713626578522988,15.696437303858414,2.146552126788923,2.270919156497676,4.713626578522988,0.00022260921856087634,-11.76987842147223,580.6021401209924,0.3440725680325305
19,2,4.700803140877195,3.7937500000001076,0.09000000000000001,2.16,-0.008022577640746924,1.0,-13.71835613380113,987.6147366725106,0.21895527056615577,3.0037720941919365e-06,2.7176585030131517,0.10234225909409278,0.003584885313775434,-0.0001078205536578598,0.023658545995150704,-6.529489566006547e-05,0.5000000000000142,0.25585528990804407,0.5677371301156571,17.0,879801.8857141876,965039.042852684,1013179.9551358916,0.29081011766683246,0.6453011062311955,2.648353562379544,0.26512428880776495,0.29081011766683246,0.6453011062311955,0.00033349129394855126,-13.71835613380113,987.6147366725106,0.21895527056615577
20,2,22.194444444444446,0.3125000000000089,0.08750000000000248,2.1000000000000596,0.019344215457375448,0.9999999999999999,52.86177683712453,2885.267639505165,0.06255864873318737,9.009054540962679e-08,0.6830594225572825,6.085689223817427e-05,-0.0002969646591397156,-0.000278430681982705,-0.00036002099254045717,-0.00035533407378382785,0.5000000000000142,0.7758586279440811,0.871665451443466,17.0,9022618.620051926,9469570.101442829,9685108.658183306,0.08599040484985232,0.09660892121786806,0.22401540160302646,0.08193176877436786,0.08599040484985232,0.09660892121786806,0.00022380912225306027,52.86177683712453,2885.267639505165,0.06255864873318737
21,2,20.032983061477335,3.418750000000097,0.09000000000000001,2.16,0.01708618394151227,1.0,56.24303017190217,3171.748825969665,0.03127932436659368,1.0266238986795795e-07,1.465656105864908,-0.0017901044469509995,-0.0019969483886989325,-0.0002496565255279148,-0.0002646673453467169,-0.00015578472421473743,0.5000000000000142,0.09221639325294356,0.1327578128576646,17.0,27475184.918702602,28820562.75427318,29460636.38858122,0.003356352050980048,0.004831916991659451,0.01176648136095159,0.0031996735816433976,0.003356352050980048,0.004831916991659451,1.1886054851473205e-07,56.24303017190217,3171.748825969665,0.03127932436659368
22,2,18.150770577265664,17.5718750000005,0.06875000000000195,1.6500000000000468,-0.016075156194287253,0.9999999999999998,-27.017075141755505,1072.9770655639377,0.25023459493274947,8.348103021467156e-08,1.1570756160476077,-0.0778371514256395,-0.001691609292731361,-0.024705775772726556,-0.006633155659693032,0.005200285274389276,0.5000000000000142,44.89221300748779,56.21973149362609,13.0,7585127.166450317,7934046.9747455865,8063760.701450429,5.918452258262721,7.411837700268348,16.42833666824986,5.658173332018532,5.918452258262721,7.411837700268348,1.0167885159395595e-06,-27.017075141755505,1072.9770655639377,0.25023459493274947
23,2,16.414228007199995,14.82500000000042,0.09000000000000001,2.16,-0.018082645501294296,0.9999999999999999,-48.51658515671203,2607.7107438041885,0.1876759461995621,1.103892277817458,1.697120348363235,0.0061133027078235525,-0.0002926728398714988,0.006091517939564018,0.004778728813452921,-0.00026206903234831036,0.5000000000000142,0.07513964661402889,0.5557300494272438,18.0,988412.7277068998,1037603.714652029,1071603.6012684999,0.07602051704489032,0.5622449345796343,1.1347219667781703,0.07241651658815401,0.07602051704489032,0.5622449345796343,0.007087822770179608,-48.51658515671203,2607.7107438041885,0.1876759461995621
